Time,S11_Impulse Response (Real),S11_Impulse Response (Magnitude),S11_Step Response,S11_Impedance,S22_Impulse Response (Real),S22_Impulse Response (Magnitude),S22_Step Response,S22_Impedance,
0,0.02113022747,-33.14337404,nan,0,-0.03590674319,-28.60791764,nan,0,
2.49500998e-07,0.007870488236,-40.55537543,nan,0,-0.02296645031,-32.50616459,nan,0,
4.99001996e-07,0.0002214034569,-60.40986668,nan,0,-0.005396577646,-45.35221072,nan,0,
7.48502994e-07,-8.982023278e-05,-80.64496279,nan,0,0.0001128066274,-70.07272484,nan,0,
9.98003992e-07,0.0006673646444,-61.64214643,nan,0,0.0002545175886,-70.88027198,nan,0,
1.24750499e-06,0.0004337255376,-62.8316041,nan,0,0.0003945722435,-64.22459144,nan,0,
1.497005988e-06,2.604509696e-05,-62.83047127,nan,0,0.0003274907855,-69.69449096,nan,0,
1.746506986e-06,-0.0004894196954,-57.57754957,nan,0,-0.0002564951854,-68.26557317,nan,0,
1.996007984e-06,-0.0003093096308,-70.07156447,nan,0,0.0002714880518,-64.52604225,nan,0,
2.245508982e-06,0.0003313649668,-69.55657447,nan,0,-5.706280625e-05,-71.59800653,nan,0,
2.49500998e-06,0.0001578919844,-73.64096409,nan,0,0.0002728922997,-71.27826484,nan,0,
2.744510978e-06,0.0004330321333,-65.71350977,nan,0,-0.0004703694853,-65.1827548,nan,0,
2.994011976e-06,-3.16753398e-05,-82.45980113,nan,0,0.0002932467939,-70.25880281,nan,0,
3.243512974e-06,0.0001042326411,-75.90426762,nan,0,-6.607887572e-05,-68.0582961,nan,0,
3.493013972e-06,-0.0005831785902,-64.67556844,nan,0,0.000802571429,-61.9075428,nan,0,
3.74251497e-06,-9.44368809e-06,-83.85500257,nan,0,-0.0002936408925,-70.60269399,nan,0,
3.992015968e-06,-0.0004134531694,-67.63248081,nan,0,0.0004063566301,-67.73534537,nan,0,
4.241516966e-06,0.0002528800319,-70.52917786,nan,0,-0.0004309877455,-66.47223554,nan,0,
4.491017964e-06,-0.0002480126195,-71.32160893,nan,0,0.0003923828106,-67.81247051,nan,0,
4.740518962e-06,0.000422490838,-67.29007092,nan,0,-0.0004600986444,-66.56888677,nan,0,
4.99001996e-06,-0.0003463834945,-68.26353454,nan,0,0.0005223769647,-64.98465273,nan,0,
5.239520958e-06,0.00026664321,-69.01405539,nan,0,-0.0003953900293,-67.8689918,nan,0,
5.489021956e-06,-0.0003580015537,-68.65895532,nan,0,0.0006055766292,-63.63302624,nan,0,
5.738522954e-06,0.0003128797357,-67.19763194,nan,0,-8.264864982e-05,-77.1548063,nan,0,
5.988023952e-06,-0.0003235308133,-68.75801676,nan,0,0.0006005145311,-63.41849474,nan,0,
6.23752495e-06,0.0001558417308,-69.63980808,nan,0,-0.0003240485542,-66.52546747,nan,0,
6.487025948e-06,-0.0003760912132,-66.35601438,nan,0,0.0003794199984,-65.76807943,nan,0,
6.736526946e-06,0.0001937582741,-68.05852032,nan,0,-0.0003312447962,-67.66455742,nan,0,
6.986027944e-06,-0.0002130780718,-67.9519511,nan,0,0.000341628988,-66.51002166,nan,0,
7.235528942e-06,0.0002362595726,-66.37945432,nan,0,-0.0003296771824,-65.93410683,nan,0,
7.48502994e-06,-0.0002558259902,-67.00398874,nan,0,0.000289579585,-64.55950919,nan,0,
7.734530938e-06,0.0001207822202,-66.54302448,nan,0,-0.0002245533654,-67.57465077,nan,0,
7.984031936e-06,-0.0001098286034,-66.79487219,nan,0,0.0001987142127,-65.28467184,nan,0,
8.233532934e-06,0.0001128733941,-67.75660086,nan,0,-0.0001965830419,-65.63619609,nan,0,
8.483033932e-06,-0.0001485652111,-65.51803409,nan,0,0.0001535412698,-66.55595395,nan,0,
8.73253493e-06,6.445227805e-07,-67.94067257,nan,0,-0.000115902287,-65.82985188,nan,0,
8.982035928e-06,-4.210412517e-05,-64.88755123,nan,0,0.0001307122907,-66.17335775,nan,0,
9.231536926e-06,-1.272180288e-05,-67.72690043,nan,0,-9.416119344e-05,-66.42394433,nan,0,
9.481037924e-06,1.480003795e-06,-65.90373531,nan,0,3.021627743e-05,-65.61784775,nan,0,
9.730538922e-06,-0.0001135074149,-66.43827023,nan,0,-2.988750228e-05,-66.16460958,nan,0,
9.98003992e-06,5.025623996e-06,-67.19626694,nan,0,-6.836879932e-06,-65.65761857,nan,0,
1.022954092e-05,-0.0001434716885,-64.6368689,nan,0,9.997969309e-05,-65.45345557,nan,0,
1.047904192e-05,0.000128201236,-67.24457413,nan,0,-2.180245811e-05,-66.68216695,nan,0,
1.072854291e-05,-0.0001629783633,-65.88357625,nan,0,9.292041833e-05,-65.03055605,nan,0,
1.097804391e-05,0.0001958476531,-65.60850518,nan,0,-0.000219595189,-65.69095698,nan,0,
