Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,S11_Real,S11_Imaginary,S11_Impedance (absolute),S11_Resistance,S11_Reactance,S11_Capacitance,S11_Inductance,S11_Quality Factor,S11_Group delay,S12_Magnitude,S12_Magnitude (linear),S12_Phase,S12_Unwrapped Phase,S12_VSWR,S12_Real,S12_Imaginary,S12_Impedance (absolute),S12_Resistance,S12_Reactance,S12_Capacitance,S12_Inductance,S12_Quality Factor,S12_Group delay,S21_Magnitude,S21_Magnitude (linear),S21_Phase,S21_Unwrapped Phase,S21_VSWR,S21_Real,S21_Imaginary,S21_Impedance (absolute),S21_Resistance,S21_Reactance,S21_Capacitance,S21_Inductance,S21_Quality Factor,S21_Group delay,S22_Magnitude,S22_Magnitude (linear),S22_Phase,S22_Unwrapped Phase,S22_VSWR,S22_Real,S22_Imaginary,S22_Impedance (absolute),S22_Resistance,S22_Reactance,S22_Capacitance,S22_Inductance,S22_Quality Factor,S22_Group delay,
0,-13.15922586,0.2198055768,-132.9938068,-132.9938068,1.563463594,-0.1498896658,-0.1607718249,37.25770051,35.29745082,-11.92586318,inf,-inf,0.3378675486,-2.786403418e-05,-13.37418353,0.214432606,-131.9912131,-131.9912131,1.545930515,-0.1434589792,-0.1593764844,37.73204602,35.78734931,-11.95712867,inf,-inf,0.3341160745,3.204701406e-05,-14.80280162,0.1819114011,-169.5924297,-169.5924297,1.444722983,-0.178918524,-0.03286213071,34.83785159,34.75764676,-2.362603361,inf,-inf,0.06797362827,-2.07231425e-05,-15.01644083,0.177491663,-168.8064606,-168.8064606,1.431586295,-0.1741152481,-0.03445534522,35.18596117,35.09723103,-2.497245885,inf,-inf,0.07115221947,-9.190985228e-06,
8000,-17.34333077,0.1357792675,143.5031408,-216.4968592,1.314223583,-0.1091515229,0.08075861895,40.2172201,39.68355274,6.529964313,-3.046627353e-06,0.0001299095123,0.1645508998,-2.786403418e-05,-21.32053496,0.08589606173,128.7428597,-231.2571403,1.187935,-0.05375601252,0.06699570537,44.92032721,44.51657677,6.009175421,-3.31066519e-06,0.0001195487465,0.1349873655,3.204701406e-05,-23.10520207,0.06994229789,-37.2748529,-37.2748529,1.150404212,0.05565584022,-0.04235979796,55.88238531,55.68095764,-4.740458198,4.196718346e-06,-9.430841934e-05,0.08513607521,-2.07231425e-05,-10.41902269,0.3013345059,-125.4603242,-125.4603242,1.862600224,-0.1748159178,-0.2454422118,35.86595344,31.55983938,-17.03945875,1.167546938e-06,-0.000338989261,0.5399095524,-9.190985228e-06,
16000,7.930765848,2.49194408,-33.3664142,-33.3664142,nan,2.08119794,-1.370547494,96.58905381,-85.47948066,-44.97447835,2.211739704e-07,-0.0004473694089,-0.526143561,-2.786403418e-05,-11.1610635,0.2766602881,39.18106711,-320.8189329,1.764952576,0.2144541339,0.174786554,76.23224115,71.29497633,26.98853351,-3.685707465e-07,0.0002684599072,0.3785474784,3.204701406e-05,-10.73680814,0.290509001,-74.94719437,-74.94719437,1.818922302,0.07544784959,-0.2805407309,57.51717727,49.04149628,-30.05257599,3.309927225e-07,-0.0002989385013,0.6127989206,-2.07231425e-05,5.565926413,1.898000492,94.67054929,94.67054929,nan,-0.154546995,1.891697939,46.74758236,-26.49298527,38.51568756,-2.582631799e-07,0.0003831226288,-1.453807005,-9.190985228e-06,
24000,-7.648014492,0.4145713401,118.3809387,118.3809387,2.416300118,-0.1970588331,0.3647426659,35.23679602,26.44117004,23.29155041,-2.84715094e-07,0.0001544568908,0.880881987,6.43840013e-07,-19.32653875,0.1080620153,-46.75474283,-406.7547428,1.24230836,0.07403573913,-0.07871536369,57.94209304,57.22069389,-9.114731822,7.275536013e-07,-6.044394268e-05,0.15929083,2.824400971e-05,-20.50172025,0.09438739225,134.5999119,134.5999119,1.208449819,-0.06627429233,0.06720638356,43.81083094,43.41339753,5.887768907,-1.126310504e-06,3.904448022e-05,0.135621012,-6.098535184e-06,-6.868727962,0.4534857053,-49.87612135,-49.87612135,2.659556611,0.2922453996,-0.3467591547,84.88135459,63.94106604,-55.82458626,1.187909559e-07,-0.0003701982854,0.8730631145,3.960828624e-06,
32000,-6.771915918,0.4585684844,100.8093864,100.8093864,2.693911312,-0.08600095835,0.4504318928,43.33400185,28.56552081,32.58598989,-1.526297648e-07,0.0001620694177,1.14074552,-2.985367376e-06,-20.57380085,0.09360735144,-145.7194142,-505.7194142,1.206549229,-0.07734674291,-0.05272397562,42.8392143,42.5988527,-4.531669757,1.097518627e-06,-2.253867632e-05,0.1063800894,2.738382654e-05,-20.43835838,0.0950784473,42.88343979,42.88343979,1.210136331,0.06966774507,0.06470174988,57.45477206,56.97108494,7.439510289,-6.685375487e-07,3.700108864e-05,0.1305839672,6.690567734e-06,-6.598788115,0.4678004058,-74.24837472,-74.24837472,2.757988585,0.1269927242,-0.4502333481,61.77531022,40.48097353,-46.66347323,1.065842645e-07,-0.0002320850758,1.152726063,1.734256289e-05,
40000,-5.834821396,0.5108094583,67.14394432,67.14394432,3.088386487,0.1984072364,0.4707025295,69.25375703,42.76493341,54.47240892,-7.304383368e-08,0.0002167388285,1.273763445,7.122075253e-06,-13.55022384,0.2101303617,174.4793605,-545.5206395,1.532063398,-0.2091556946,0.02021544761,32.70844691,32.67922563,1.382284813,-2.87847594e-06,5.49993652e-06,0.0422985792,2.604102191e-05,-13.42383052,0.2132104438,-8.371263332,-8.371263332,1.541975785,0.210938788,-0.03104063502,76.69876177,76.53705992,-4.977802271,7.99323348e-07,-1.980604593e-05,0.0650378036,2.591300162e-05,-5.886616345,0.5077725072,-98.03679433,-98.03679433,3.06316191,-0.0709911689,-0.5027854144,44.6413855,26.50946535,-35.9179836,1.107766411e-07,-0.0001429131159,1.354911656,6.894603053e-06,
48000,-13.83683252,0.2033098286,35.2413732,35.2413732,1.510386185,0.16604892,0.1173142896,69.57896975,67.58425258,16.54091396,-2.004561531e-07,5.484517126e-05,0.2447450897,6.674590529e-06,-9.888221424,0.3203235942,74.23691335,-645.7630867,1.942576766,0.0870191949,0.308277253,58.62706226,48.3212865,33.19918222,-9.987378482e-08,0.0001100794574,0.687050876,2.398132991e-05,-9.892704767,0.3201582974,-99.80578211,-99.80578211,1.941861307,-0.05452582107,-0.315481014,45.27638453,37.03918365,-26.03939075,1.273350829e-07,-8.633953654e-05,0.7030228043,2.401261001e-05,-13.56166939,0.2098536516,-130.9820198,-130.9820198,1.531176666,-0.1376266747,-0.1584217583,38.16823383,36.23009592,-12.00808993,2.761245128e-07,-3.981555977e-05,0.3314396394,6.460424329e-06,
56000,-11.16065887,0.2766731768,48.60706167,48.60706167,1.765001844,0.1829416746,0.2075581616,71.23365302,64.97100225,29.20620122,-9.730990119e-08,8.300555881e-05,0.4495267152,5.865621707e-06,-10.54253164,0.2970800019,8.276377864,-711.7236221,1.845274008,0.2939859793,0.04276413838,91.52253885,91.12248598,8.547962705,-3.324830317e-07,2.429375925e-05,0.09380739137,2.376500319e-05,-10.60279943,0.2950258217,-167.2027004,-167.2027004,1.836983342,-0.2876973198,-0.06534896828,27.73845731,27.45851215,-3.930918995,7.229995222e-07,-1.117187837e-05,0.1431584848,2.332168998e-05,-10.65940585,0.2931093736,-120.7915828,-120.7915828,1.829292008,-0.1500475749,-0.2517912433,37.648534,32.97552132,-18.16664817,1.564434192e-07,-5.163056886e-05,0.5509131454,6.116097724e-06,
64000,-11.10373085,0.2784924705,13.96372416,13.96372416,1.771973844,0.2702626561,0.06720232767,86.79007589,85.88321236,12.51363691,-1.987268772e-07,3.111886204e-05,0.1457052731,4.021854231e-06,-9.704221636,0.3271816349,-47.94907362,-767.9490736,1.972570464,0.2191432731,-0.2429486532,76.00561495,66.76165395,-36.32815802,6.845367674e-08,-9.034071755e-05,0.5441470646,2.003214409e-05,-9.902595642,0.3197939313,136.5175742,-223.4824258,1.94028544,-0.2320378312,0.220060454,31.91554772,28.6569216,14.04930712,-1.770048846e-07,3.493776056e-05,0.4902587695,2.066993982e-05,-10.94837622,0.2835183607,-155.9010908,-155.9010908,1.791418357,-0.2588074536,-0.1157642554,29.67198151,28.77405315,-7.244332392,3.432746941e-07,-1.801517671e-05,0.2517661434,3.496664668e-06,
72000,-16.01727427,0.1581744331,-6.682183745,-6.682183745,1.375789093,0.1570999353,-0.01840547801,68.63034931,68.58148584,-2.589332972,8.536890947e-07,-5.723682525e-06,0.03775556829,3.894733879e-06,-9.556202728,0.3328050162,-106.6436919,-826.6436919,1.997624456,-0.09532170329,-0.3188619634,42.04219763,34.16470934,-24.50140848,9.021870407e-08,-5.416000378e-05,0.7171554787,1.885291407e-05,-9.775903707,0.324492613,77.63472279,-282.3652772,1.960737423,0.06948795077,0.3169651094,56.73710501,46.29444473,32.80127242,-6.739023086e-08,7.250673118e-05,0.7085358212,1.910143986e-05,-16.37101989,0.1518619616,-173.649066,-173.649066,1.358106711,-0.1509299867,-0.0167986459,36.88954765,36.86775234,-1.267896943,1.743426651e-06,-2.802667581e-06,0.03439040523,3.443651375e-06,
