Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,S11_Real,S11_Imaginary,S11_Impedance (absolute),S11_Resistance,S11_Reactance,S11_Capacitance,S11_Inductance,S11_Quality Factor,S11_Group delay,S12_Magnitude,S12_Magnitude (linear),S12_Phase,S12_Unwrapped Phase,S12_VSWR,S12_Real,S12_Imaginary,S12_Impedance (absolute),S12_Resistance,S12_Reactance,S12_Capacitance,S12_Inductance,S12_Quality Factor,S12_Group delay,S21_Magnitude,S21_Magnitude (linear),S21_Phase,S21_Unwrapped Phase,S21_VSWR,S21_Real,S21_Imaginary,S21_Impedance (absolute),S21_Resistance,S21_Reactance,S21_Capacitance,S21_Inductance,S21_Quality Factor,S21_Group delay,S22_Magnitude,S22_Magnitude (linear),S22_Phase,S22_Unwrapped Phase,S22_VSWR,S22_Real,S22_Imaginary,S22_Impedance (absolute),S22_Resistance,S22_Reactance,S22_Capacitance,S22_Inductance,S22_Quality Factor,S22_Group delay,
0,-13.13758324,0.2203539489,-132.5040507,-132.5040507,1.565266633,-0.1488804555,-0.1624514474,37.33851555,35.33507699,-12.06636139,inf,-inf,0.3414839424,-2.548203842e-05,-13.41519698,0.2134224745,-131.5780006,-131.5780006,1.542661003,-0.1416354857,-0.1596513132,37.86985573,35.91347054,-12.01451651,inf,-inf,0.3345406705,1.099820603e-06,-14.88931979,0.1801084176,-168.9802164,-168.9802164,1.439346912,-0.1767874419,-0.03442735104,34.99271563,34.90444576,-2.483910904,inf,-inf,0.07116316705,1.112672215e-05,-15.1024922,0.1757419294,-168.4259366,-168.4259366,1.426424528,-0.1721684234,-0.03525988847,35.32800883,35.23484656,-2.56394143,inf,-inf,0.07276720861,-5.333319523e-06,
8000,-30.15642357,0.03105838161,-151.7117549,-151.7117549,1.064107849,-0.02734922194,-0.01471880182,47.33844627,47.31790891,-1.394270794,1.426865425e-05,-2.77381361e-05,0.02946602725,-2.548203842e-05,-24.57521393,0.05905263801,-68.2076637,-68.2076637,1.12551741,0.02192291635,-0.05483247026,52.23455802,51.9211033,-5.713850125,3.48177979e-06,-0.0001136734364,0.1100487039,1.099820603e-06,-27.54142485,0.04196901317,144.7365995,-215.2634005,1.087615148,-0.03426797406,0.02423022946,46.68862318,46.63370443,2.263878309,-8.787737313e-06,4.503842792e-05,0.04854596769,1.112672215e-05,-21.86844342,0.08064507103,-20.73409411,-20.73409411,1.175438383,0.07542197433,-0.02855088912,58.15022158,58.05441095,-3.336710824,5.962269114e-06,-6.638175265e-05,0.05747557798,-5.333319523e-06,
16000,5.812902669,1.952743197,-64.10155295,-64.10155295,nan,0.8529141091,-1.756628451,72.42101493,-45.26655909,-56.53089449,1.759601371e-07,-0.0005623232059,-1.248844525,-2.548203842e-05,-12.26968963,0.243509281,-178.3001397,-178.3001397,1.643786566,-0.2434021204,-0.007223412142,30.42537811,30.4217908,-0.4672018252,2.129097835e-05,-4.647342494e-06,0.01535747282,1.099820603e-06,-10.67237781,0.2926719558,44.16715951,-315.8328405,1.827542349,0.2099365461,0.2039203773,75.18792519,68.66667166,30.62861893,-3.247676288e-07,0.0003046685065,0.4460478161,1.112672215e-05,3.080815306,1.425741415,67.41222512,67.41222512,nan,0.5476248964,1.316375917,72.98265157,-26.65147247,67.94237592,-1.464061833e-07,0.0006758353108,-2.549291638,-5.333319523e-06,
24000,-7.432158717,0.4250030671,121.847546,121.847546,2.478279423,-0.224257494,0.361021029,33.51810069,25.14735038,22.16018599,-2.992509163e-07,0.0001469542975,0.8812135535,-1.953738192e-05,-23.58877517,0.06615478181,-63.42809163,-63.42809163,1.141682541,0.0295923992,-0.05916709446,53.03851039,52.6678128,-6.259798638,1.059372089e-06,-4.1511579e-05,0.1188543496,9.202633613e-06,-22.59721579,0.07415479016,131.7864351,-228.2135649,1.160188311,-0.04941348628,0.05529231663,45.30503464,45.02751689,5.00688396,-1.324467676e-06,3.320293049e-05,0.1111960931,1.220595753e-05,-6.554194574,0.4702082788,-51.67640512,-51.67640512,2.775068427,0.2915771678,-0.3688883038,84.0868254,61.04824556,-57.82478638,1.14681893e-07,-0.0003834625244,0.9471981684,1.224016174e-05,
32000,-6.735807082,0.4604788058,97.65765213,97.65765213,2.706990608,-0.06136050629,0.4563722371,45.16955496,29.51685099,34.19128841,-1.454637191e-07,0.0001700535175,1.158365045,-5.224198476e-06,-20.78882859,0.09131845827,-149.8052033,-149.8052033,1.200991115,-0.07892841372,-0.04592783829,42.69891841,42.51691115,-3.938261038,1.262890378e-06,-1.958730348e-05,0.092628108,1.356190473e-05,-21.0626233,0.08848483289,37.27006684,-322.7299332,1.194148899,0.07041534163,0.05358400241,57.55148464,57.21866859,6.180400401,-8.047362062e-07,3.073878982e-05,0.1080137052,1.647337509e-05,-6.198349825,0.489871878,-76.15497994,-76.15497994,2.9205837,0.1172246019,-0.4756394113,60.54588882,37.79246422,-47.30258239,1.051441955e-07,-0.000235263744,1.251640595,1.549228899e-05,
40000,-7.574981802,0.4180718343,48.74694219,48.74694219,2.436850316,0.275670689,0.3143083357,83.19704769,66.18218218,50.4149532,-7.892248877e-08,0.0002005947252,0.761760213,7.238031605e-06,-14.72560194,0.1835354255,145.0269441,-214.9730559,1.449585766,-0.1503929077,0.1052008827,37.05421501,36.2059085,7.883339346,-5.047193077e-07,3.136681062e-05,0.2177362666,2.599084089e-05,-14.80051148,0.1819593707,-27.58064264,-387.5806426,1.444866341,0.1612815174,-0.08424657089,69.06391658,68.03856088,-11.85659336,3.355832032e-07,-4.717588602e-05,0.1742628474,2.679342512e-05,-7.153003822,0.4388840611,-125.2088206,-125.2088206,2.564325768,-0.2530421637,-0.3585929203,31.78648567,23.76461692,-21.10979994,1.884846653e-07,-8.399322522e-05,0.8882869862,6.76997062e-06,
48000,-13.75567071,0.2052184789,47.67720699,47.67720699,1.516414822,0.1381749758,0.1517310125,65.60796599,62.54436972,19.81431345,-1.673400388e-07,6.569887354e-05,0.316804111,6.657416463e-06,-10.09576358,0.3127604442,62.18091425,-297.8190857,1.910193371,0.1459594433,0.2766133336,65.65923731,55.97348745,34.32352177,-9.660220775e-08,0.0001138074615,0.6132103489,2.421243287e-05,-10.07638225,0.3134591039,-113.365903,-473.365903,1.913154936,-0.1243184007,-0.2877525761,39.71144632,33.47493509,-21.36416837,1.552004236e-07,-7.083777085e-05,0.6382138848,2.449264245e-05,-13.37595796,0.2143888043,-118.9105286,-118.9105286,1.545788567,-0.1036448201,-0.1876707507,40.90223848,38.06246823,-14.97469949,2.214220047e-07,-4.96520301e-05,0.3934242887,6.297341296e-06,
56000,-10.26333656,0.3067843295,42.61011344,42.61011344,1.885105004,0.225786394,0.2076947979,77.54963165,70.49195116,32.32383318,-8.792436649e-08,9.186603269e-05,0.458546439,4.995134082e-06,-10.52870712,0.2975532127,-3.689259268,-363.6892593,1.847190757,0.2969365926,-0.01914613191,92.21054613,92.12927786,-3.870527001,7.342805138e-07,-1.100024115e-05,0.04201191078,2.320063153e-05,-10.60607613,0.2949145459,-178.7209018,-538.7209018,1.836535612,-0.2948410588,-0.006583265739,27.23039062,27.22755967,-0.3926424361,7.238271501e-06,-1.115910439e-06,0.01442077222,2.340374237e-05,-9.94233187,0.3183342786,-127.7862077,-127.7862077,1.933989399,-0.1950487699,-0.2515803854,34.52834656,30.12748585,-16.86835239,1.684843007e-07,-4.7940744e-05,0.5598991057,4.603873167e-06,
64000,-11.54836568,0.2645950505,4.859269438,4.859269438,1.719590073,0.2636440339,0.02241348086,85.77765286,85.67817859,4.129823616,-6.021554954e-07,1.027002879e-05,0.04820158043,4.885603306e-06,-9.456891747,0.3366320119,-64.10613506,-424.1061351,2.014917867,0.1470090389,-0.302835688,65.53104802,54.11177868,-36.96259815,6.727871173e-08,-9.191844071e-05,0.6830786023,2.202969549e-05,-9.641335237,0.3295590469,120.1461452,-599.8538548,1.983111325,-0.165506977,0.2849852732,36.74704209,30.95917336,19.79582499,-1.256222455e-07,4.922817811e-05,0.6394171044,2.174960414e-05,-11.63333601,0.2620192503,-165.548001,-165.548001,1.710097792,-0.2537281917,-0.06539183654,29.83558929,29.54570538,-4.148937384,5.993814212e-07,-1.031756083e-05,0.1404243808,4.86172835e-06,
72000,-17.10518113,0.1395535677,-1.774019808,-1.774019808,1.324374795,0.1394866797,-0.004320235114,66.2093475,66.20677697,-0.5834199036,3.788841119e-06,-1.289641133e-06,0.008812087377,4.092397441e-06,-9.594899023,0.3313256425,-125.9186254,-485.9186254,1.990992518,-0.1943674334,-0.2683243974,34.68328166,29.70358553,-17.90606137,1.234489973e-07,-3.958108581e-05,0.6028249133,2.035355667e-05,-9.827992578,0.3225524694,58.64944324,-661.3505568,1.95225816,0.1678152985,0.2754598357,68.43924721,58.29963752,35.84805189,-6.166263449e-08,7.924159247e-05,0.6148932209,2.02124988e-05,-17.686919,0.1305130834,-168.185858,-168.185858,1.300207124,-0.1277484096,-0.02672094258,38.67954595,38.62250639,-2.099827306,1.052698627e-06,-4.641637435e-06,0.05436797096,3.846333064e-06,
