Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,S11_Real,S11_Imaginary,S11_Impedance (absolute),S11_Resistance,S11_Reactance,S11_Capacitance,S11_Inductance,S11_Quality Factor,S11_Group delay,S12_Magnitude,S12_Magnitude (linear),S12_Phase,S12_Unwrapped Phase,S12_VSWR,S12_Real,S12_Imaginary,S12_Impedance (absolute),S12_Resistance,S12_Reactance,S12_Capacitance,S12_Inductance,S12_Quality Factor,S12_Group delay,S21_Magnitude,S21_Magnitude (linear),S21_Phase,S21_Unwrapped Phase,S21_VSWR,S21_Real,S21_Imaginary,S21_Impedance (absolute),S21_Resistance,S21_Reactance,S21_Capacitance,S21_Inductance,S21_Quality Factor,S21_Group delay,S22_Magnitude,S22_Magnitude (linear),S22_Phase,S22_Unwrapped Phase,S22_VSWR,S22_Real,S22_Imaginary,S22_Impedance (absolute),S22_Resistance,S22_Reactance,S22_Capacitance,S22_Inductance,S22_Quality Factor,S22_Group delay,
0,-13.36512122,0.2146564481,-135.4976339,-135.4976339,1.546656168,-0.1530975948,-0.1504610155,36.98445073,35.27109191,-11.12653009,inf,-inf,0.315457489,1.207037457e-05,-13.57757538,0.2094697097,-134.6713274,-134.6713274,1.529947334,-0.1472653561,-0.1489646743,37.41253538,35.71863911,-11.12998758,inf,-inf,0.3116016694,3.681134684e-08,-15.83635013,0.1615037064,-172.1706497,-172.1706497,1.385222231,-0.1599981994,-0.02200053138,36.21293425,36.17603205,-1.634415035,inf,-inf,0.04517949986,9.808502065e-06,-16.11258443,0.1564482749,-172.0219214,-172.0219214,1.370927521,-0.1549340502,-0.02171411523,36.59063949,36.55443491,-1.627324931,inf,-inf,0.04451785221,-4.976548542e-06,
8000,-29.92242304,0.03190647658,-143.8701634,-143.8701634,1.065916104,-0.02577031718,-0.01881260216,47.48857785,47.45493135,-1.787321022,1.11308308e-05,-3.555762194e-05,0.03766354668,1.207037457e-05,-33.93239109,0.02010853565,-92.04151984,-92.04151984,1.041042373,-0.0007163405206,-0.02009577225,49.9284461,49.88813613,-2.005892332,9.917963974e-06,-3.990596e-05,0.04020780266,3.681134684e-08,-40.19154949,0.009781884383,88.27938926,-271.7206107,1.01975703,0.000293708993,0.009777473964,50.02937672,50.01981212,0.9782284233,-2.033713948e-05,1.946123613e-05,0.01955681923,9.808502065e-06,-30.61496757,0.02946128068,8.855242525,8.855242525,1.060711191,0.02911011455,0.00453522769,52.99822851,52.99604469,0.4811158514,-4.135047272e-05,9.571495743e-06,0.009078335076,-4.976548542e-06,
16000,-1.64131455,0.8278168698,107.1980894,-252.8019106,10.61553979,-0.2447657427,0.7908037058,37.07483128,7.235549398,36.36192981,-2.735603967e-07,0.0003616988044,5.025455264,1.207037457e-05,-13.57724334,0.2094777174,-163.4222672,-163.4222672,1.529972961,-0.2007704683,-0.05976732497,33.33152411,33.07404982,-4.13493991,2.405641717e-06,-4.113100788e-05,0.1250206713,3.681134684e-08,-25.96405256,0.05032657462,95.47202947,-264.5279705,1.105987118,-0.004799132629,0.05009722986,49.52356893,49.27559807,4.949678293,-2.00966272e-06,4.923536044e-05,0.100448873,9.808502065e-06,11.02102203,3.556731664,-141.7917196,-141.7917196,nan,-2.794764191,-2.199916645,32.3637132,-30.2765586,-11.43415634,8.699534665e-07,-0.0001137376563,-0.3776570676,-4.976548542e-06,
24000,-6.608893589,0.4672564666,123.855041,-236.144959,2.754151622,-0.2603056063,0.3880329844,31.67141763,22.47551601,22.31434235,-2.971835718e-07,0.0001479765786,0.9928289231,1.217029937e-05,-24.6536535,0.05852175276,-63.74174651,-63.74174651,1.124318863,0.02589106983,-0.05248283576,52.65042396,52.36078891,-5.514973025,1.202445766e-06,-3.657230074e-05,0.1053263929,8.726282051e-06,-22.55354294,0.07452858105,117.1225774,-242.8774226,1.161060795,-0.03397725663,0.06633291359,46.72786659,46.31751898,6.179073691,-1.073211988e-06,4.097625507e-05,0.1334068367,1.118328382e-05,-6.733523278,0.4605998966,-47.63027496,-47.63027496,2.707822797,0.3104038414,-0.3402965177,88.02908363,66.61494494,-57.54623077,1.152370168e-07,-0.0003816152951,0.8638636693,6.781815084e-06,
32000,-6.319295256,0.4830979974,96.8263701,-263.1736299,2.869205362,-0.0574214933,0.4796732713,45.54224571,28.43054312,35.57808823,-1.397936825e-07,0.000176950894,1.251403748,6.16973476e-06,-20.55376123,0.09382356668,-149.3512974,-149.3512974,1.207075716,-0.08071726078,-0.04782870976,42.54701901,42.35025955,-4.087094674,1.216901581e-06,-2.032754126e-05,0.09650695691,1.567556542e-05,-21.2742356,0.08635514542,32.16532649,-327.8346735,1.189034382,0.07310096826,0.04597237845,57.86857845,57.62186997,5.337834183,-9.31762172e-07,2.654820924e-05,0.09263555982,2.085552548e-05,-5.60355128,0.5245929333,-72.11686367,-72.11686367,3.206921058,0.161090175,-0.4992471344,64.73265989,38.02670642,-52.38594139,9.494134952e-08,-0.0002605462975,1.377609221,2.716169372e-07,
40000,-7.883929922,0.4034628053,46.06338539,-313.9366146,2.352682813,0.2799475702,0.290536733,84.51892907,69.43404261,48.19090265,-8.256482777e-08,0.0001917455092,0.6940529579,7.299315085e-06,-14.07004897,0.1979235862,135.2645337,-224.7354663,1.493528005,-0.1405977774,0.1393054592,37.88354835,36.38475438,10.55049213,-3.771268228e-07,4.197907438e-05,0.2899701349,2.696517025e-05,-14.6516327,0.1851050917,-41.10654633,-401.1065463,1.454304205,0.139474517,-0.1216994416,65.92855611,63.92937269,-16.11241191,2.469446288e-07,-6.410925001e-05,0.2520345693,2.670353495e-05,-7.249542191,0.4340331397,-123.6403226,-123.6403226,2.53377581,-0.2404446332,-0.3613462948,32.55127668,24.3104253,-21.64691283,1.838078995e-07,-8.613032949e-05,0.8904374384,6.946739035e-06,
48000,-12.33714956,0.2416253645,57.24973669,-302.7502633,1.637219003,0.1307140877,0.2032157573,64.34415069,59.0759583,25.49903681,-1.300334599e-07,8.454786983e-05,0.4316313698,6.762104357e-06,-11.13011784,0.2776477179,51.34645067,-308.6535493,1.768732168,0.1734214696,0.2168253885,69.82004373,63.1918976,29.69213,-1.116702635e-07,9.845102625e-05,0.4698724223,2.505394507e-05,-11.21189766,0.2750458629,-125.7329756,-485.7329756,1.758795209,-0.1606291207,-0.223267804,36.74384177,33.08555265,-15.98299452,2.074534891e-07,-5.299526217e-05,0.4830807783,2.489405606e-05,-11.79801141,0.2570984329,-107.6979796,-107.6979796,1.692146697,-0.07815778682,-0.2449305301,43.13499899,38.19898561,-20.03660741,1.65483503e-07,-6.643593982e-05,0.5245324473,6.54501095e-06,
56000,-9.757274221,0.3251893313,38.53322047,-321.4667795,1.96379428,0.2543784072,0.2025826427,82.22534302,74.89656203,33.93393626,-8.375251646e-08,9.644203025e-05,0.4530773555,4.36318123e-06,-11.12439731,0.2778306368,-12.38907219,-372.3890722,1.769433462,0.2713608548,-0.05960829811,87.0471872,86.32975903,-11.15282506,2.548280404e-07,-3.169691496e-05,0.1291886504,2.344804963e-05,-11.20512747,0.27526033,171.5408251,-548.4591749,1.7596116,-0.272265754,0.04049207929,28.62967202,28.52039404,2.499048655,-1.13725379e-06,7.102427615e-06,0.08762321627,2.340726313e-05,-9.573631494,0.3321378923,-129.8727591,-129.8727591,1.994630144,-0.2129285593,-0.2549058809,33.37517345,28.95782556,-16.59356928,1.712743357e-07,-4.715979596e-05,0.5730253897,3.912351899e-06,
64000,-12.41322147,0.2395184247,3.217149819,-356.7828502,1.629912499,0.2391409463,0.0134418594,81.42247263,81.38937897,2.321215146,-1.071333689e-06,5.772388507e-06,0.02851987784,4.44966056e-06,-10.10985088,0.3122536015,-76.30130345,-436.3013034,1.908048671,0.07394666257,-0.3033713941,57.2599898,47.51943701,-31.94698012,7.784134766e-08,-7.944562191e-05,0.6722929001,2.154654853e-05,-10.23930866,0.3076341663,107.3672335,-612.6327665,1.888646295,-0.09182726933,0.2936094904,42.20949703,35.41289023,22.96886686,-1.082681179e-07,5.711888589e-05,0.6486018708,2.122501875e-05,-12.70658937,0.2315637272,-163.2488031,-163.2488031,1.602688174,-0.2217373993,-0.06674043398,31.91995899,31.60712096,-4.457991277,5.578288137e-07,-1.108611481e-05,0.1410438895,4.474278443e-06,
72000,-17.0710729,0.1401026517,10.24986911,-349.7501309,1.325859015,0.137866768,0.02493004762,65.97961028,65.89444486,3.351284839,-6.59593388e-07,7.407965941e-06,0.05085838185,3.355843025e-06,-10.5102129,0.298187446,-138.5635038,-498.5635038,1.849763785,-0.2235480497,-0.1973373315,32.32058603,29.65746149,-12.84738339,1.720572395e-07,-2.839895238e-05,0.4331922809,2.037669905e-05,-10.75746186,0.2898190357,45.27875999,-674.72124,1.816183621,0.2039335275,0.2059276324,74.27110449,67.73901551,30.4568997,-7.257748958e-08,6.732452971e-05,0.4496212334,2.024304261e-05,-16.76532749,0.1451221239,-152.2027782,-152.2027782,1.339515451,-0.1283755516,-0.06767679502,38.66973378,38.30531902,-5.29630491,4.173636825e-07,-1.170740426e-05,0.1382655215,3.218639375e-06,
