Time,S11_Impulse Response (Real),S11_Impulse Response (Magnitude),S11_Step Response,S11_Impedance,S22_Impulse Response (Real),S22_Impulse Response (Magnitude),S22_Step Response,S22_Impedance,
0,0.0202365611,-33.877159,nan,0,-0.03457774493,-28.84116365,nan,0,
2.49500998e-07,0.007335268176,-41.7978183,nan,0,-0.01735092755,-34.56399157,nan,0,
4.99001996e-07,-0.0001367953872,-62.1749789,nan,0,-0.002005033438,-51.89986347,nan,0,
7.48502994e-07,0.0003230337845,-63.76044259,nan,0,-4.91103903e-06,-54.58774184,nan,0,
9.98003992e-07,0.0004595963633,-65.9962717,nan,0,-0.0002998956735,-69.70523161,nan,0,
1.24750499e-06,-0.0008976706562,-60.61734602,nan,0,0.0001638081834,-62.66464223,nan,0,
1.497005988e-06,-0.002660836442,-51.48484948,nan,0,0.0001014378517,-57.30363757,nan,0,
1.746506986e-06,-0.001448412967,-54.06563499,nan,0,-0.0001800472776,-62.54668901,nan,0,
1.996007984e-06,-0.001199603946,-58.15955323,nan,0,-0.0002009132555,-64.0227034,nan,0,
2.245508982e-06,-0.0003994882362,-59.34554778,nan,0,-0.0005356000333,-60.04374401,nan,0,
2.49500998e-06,-0.0003832359323,-68.20383315,nan,0,7.931645298e-05,-57.43033009,nan,0,
2.744510978e-06,-4.066666221e-05,-63.60950054,nan,0,-0.0006113392888,-60.87712085,nan,0,
2.994011976e-06,-0.0003284701749,-64.87739221,nan,0,0.0001062571321,-61.97545773,nan,0,
3.243512974e-06,0.0005260435668,-65.55636779,nan,0,-0.0006743457924,-62.10042014,nan,0,
3.493013972e-06,-0.0005838581416,-61.20068106,nan,0,-7.962962923e-05,-57.17144875,nan,0,
3.74251497e-06,0.0005355044034,-65.195348,nan,0,-0.0006894406537,-62.0583385,nan,0,
3.992015968e-06,-0.0004782812971,-64.79477786,nan,0,0.0006082169517,-62.25081651,nan,0,
4.241516966e-06,0.0003759426344,-64.94943583,nan,0,-0.0004357144599,-59.20329781,nan,0,
4.491017964e-06,-0.0003027010126,-68.58488229,nan,0,0.0006099087315,-62.61657408,nan,0,
4.740518962e-06,0.0008907052144,-61.00144838,nan,0,-0.000456959842,-64.98145365,nan,0,
4.99001996e-06,-0.0005672586261,-64.50221973,nan,0,0.0007239510082,-61.05092337,nan,0,
5.239520958e-06,0.0005024409159,-65.81361389,nan,0,-0.0006553291795,-62.02980137,nan,0,
5.489021956e-06,-0.0005807905472,-64.66725629,nan,0,0.0004585952112,-64.65212408,nan,0,
5.738522954e-06,0.0005259533879,-65.38446366,nan,0,-0.0007774649041,-61.48093393,nan,0,
5.988023952e-06,-0.0006394553279,-63.88298604,nan,0,0.0004274128409,-64.76648522,nan,0,
6.23752495e-06,0.000574895804,-64.3855767,nan,0,-0.0008777429298,-60.83061094,nan,0,
6.487025948e-06,-0.0004335289492,-67.05242236,nan,0,0.0004813891989,-65.37355597,nan,0,
6.736526946e-06,0.0005843020069,-64.66278933,nan,0,-0.0006346304059,-63.46745339,nan,0,
6.986027944e-06,-0.0005548940332,-64.06879504,nan,0,0.0006258042925,-63.86750565,nan,0,
7.235528942e-06,0.0006097206427,-63.73227174,nan,0,-0.0005968616085,-64.00255111,nan,0,
7.48502994e-06,-0.0003828765825,-66.89853226,nan,0,0.0005859415558,-64.481113,nan,0,
7.734530938e-06,0.0003899044998,-67.00707794,nan,0,-0.0006052509157,-64.35657803,nan,0,
7.984031936e-06,-0.0006303418227,-63.25795755,nan,0,0.0005679783698,-64.72749244,nan,0,
8.233532934e-06,0.0002827992426,-67.36820972,nan,0,-0.0005098917987,-65.83896102,nan,0,
8.483033932e-06,-0.0004539436771,-65.25208713,nan,0,0.000627011244,-64.03574927,nan,0,
